1337 11581
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 5
1 1 25
1 1 8
1 1 18
1 1 5
1 1 25
1 1 8
1 1 18
1 1 5
1 1 25
1 1 8
1 1 18
1 1 5
1 1 25
1 1 8
1 1 18
1 1 5
1 1 25
1 1 8
1 1 18
1 1 5
1 1 25
1 1 8
1 1 18
1 1 5
1 1 25
1 1 8
1 1 18
