1353 13576
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
1 1 126
1 1 2
1 1 10
